ID,State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
8156,Uttar Pradesh,Pratapgarh,PRAMOD KUMAR,Independent,672,2,674,0.07,Lost
8157,Uttar Pradesh,Pratapgarh,MOHRAM ALI,Independent,501,2,503,0.05,Lost
8158,Uttar Pradesh,Pratapgarh,NOTA,None of the Above,2869,22,2891,0.31,Lost
8159,Uttar Pradesh,Rae Bareli,RAHUL GANDHI,Indian National Congress,686044,1605,687649,66.17,Won
8160,Uttar Pradesh,Rae Bareli,DINESH PRATAP SINGH,Bharatiya Janata Party,296703,916,297619,28.64,Lost
8161,Uttar Pradesh,Rae Bareli,THAKUR PRASAD YADAV,Bahujan Samaj Party,21588,36,21624,2.08,Lost
8162,Uttar Pradesh,Rae Bareli,DILEEP SINGH,Akhil Bhartiya Apna Dal,8676,2,8678,0.84,Lost
8163,Uttar Pradesh,Rae Bareli,HORILAL,Independent,5397,2,5399,0.52,Lost
8164,Uttar Pradesh,Rae Bareli,SUDARSHAN RAM,Bhartiya Panchsheel Party,4343,2,4345,0.42,Lost
8165,Uttar Pradesh,Rae Bareli,HIND ROHITASH,Manavtawadi Samaj Party,3859,-,3859,0.37,Lost
8166,Uttar Pradesh,Rae Bareli,MO MOBIN,Apna Dal (Kamerawadi),2173,1,2174,0.21,Lost
8167,Uttar Pradesh,Rae Bareli,NOTA,None of the Above,7861,11,7872,0.76,Lost
8168,Uttar Pradesh,Rampur,MOHIBBULLAH,Samajwadi Party,481252,251,481503,49.74,Won
8169,Uttar Pradesh,Rampur,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,393154,915,394069,40.71,Lost
8170,Uttar Pradesh,Rampur,ZEESHAN KHAN,Bahujan Samaj Party,79561,131,79692,8.23,Lost
8171,Uttar Pradesh,Rampur,ARSHAD WARSI,Minorities Democratic Party,2919,8,2927,0.3,Lost
8172,Uttar Pradesh,Rampur,MEHMOOD PRACHA,Independent,2750,9,2759,0.28,Lost
8173,Uttar Pradesh,Rampur,SHIV PRASAD,Independent,1465,11,1476,0.15,Lost
8174,Uttar Pradesh,Rampur,NOTA,None of the Above,5643,10,5653,0.58,Lost
8175,Uttar Pradesh,Robertsganj,CHHOTELAL,Samajwadi Party,465240,608,465848,46.14,Won
8176,Uttar Pradesh,Robertsganj,RINKI SINGH,Apna Dal (Soneylal),336344,270,336614,33.34,Lost
8177,Uttar Pradesh,Robertsganj,DHANESHWAR,Bahujan Samaj Party,118669,109,118778,11.77,Lost
8178,Uttar Pradesh,Robertsganj,ASHOK KUMAR KANNAUJIYA,Communist Party of India,23830,22,23852,2.36,Lost
8179,Uttar Pradesh,Robertsganj,SUBHAGI,Janhit Sankalp Party,8191,3,8194,0.81,Lost
8180,Uttar Pradesh,Robertsganj,ARVIND KUMAR BHARTI,Rashtriya Samanta Dal,7583,9,7592,0.75,Lost
8181,Uttar Pradesh,Robertsganj,SUKALU,Independent,6701,11,6712,0.66,Lost
8182,Uttar Pradesh,Robertsganj,SHIVPUJAN,Rashtriya Samaj Paksha,6422,22,6444,0.64,Lost
8183,Uttar Pradesh,Robertsganj,SONU NIGAM,Independent,6142,2,6144,0.61,Lost
8184,Uttar Pradesh,Robertsganj,CHANDRIKA PRASAD,Janta Kranti Party (Rashtravadi),3732,9,3741,0.37,Lost
8185,Uttar Pradesh,Robertsganj,PRABHUDAYAL,Rashtriya Samaj Dal (R),3470,1,3471,0.34,Lost
8186,Uttar Pradesh,Robertsganj,RAM SHIROMANI,Sardar Patel Siddhant Party,3116,7,3123,0.31,Lost
8187,Uttar Pradesh,Robertsganj,NOTA,None of the Above,19019,13,19032,1.89,Lost
8188,Uttar Pradesh,Saharanpur,IMRAN MASOOD,Indian National Congress,547383,584,547967,44.57,Won
8189,Uttar Pradesh,Saharanpur,RAGHAV LAKHANPAL,Bharatiya Janata Party,482120,1305,483425,39.32,Lost
8190,Uttar Pradesh,Saharanpur,MAJID ALI,Bahujan Samaj Party,179994,359,180353,14.67,Lost
8191,Uttar Pradesh,Saharanpur,MOHD INAM,Akhil Bhartiya Parivar Party,5392,8,5400,0.44,Lost
8192,Uttar Pradesh,Saharanpur,SHABNAM,Independent,2370,3,2373,0.19,Lost
8193,Uttar Pradesh,Saharanpur,SHAHBAJ,Independent,1696,2,1698,0.14,Lost
8194,Uttar Pradesh,Saharanpur,RASHID KHAN,Independent,1227,3,1230,0.1,Lost
8195,Uttar Pradesh,Saharanpur,TASMEEM BANO,Independent,883,2,885,0.07,Lost
8196,Uttar Pradesh,Saharanpur,RAJKUMAR,Independent,807,6,813,0.07,Lost
8197,Uttar Pradesh,Saharanpur,KAMRAN,Independent,744,1,745,0.06,Lost
8198,Uttar Pradesh,Saharanpur,NOTA,None of the Above,4559,7,4566,0.37,Lost
8199,Uttar Pradesh,Salempur,RAMASHANKAR RAJBHAR,Samajwadi Party,403616,1856,405472,44.2,Won
8200,Uttar Pradesh,Salempur,RAVINDAR KUSHAWAHA,Bharatiya Janata Party,400489,1410,401899,43.81,Lost
8201,Uttar Pradesh,Salempur,BHIM RAJBHAR,Bahujan Samaj Party,80291,308,80599,8.79,Lost
8202,Uttar Pradesh,Salempur,JAIBAHADUR ALIAS JAIBAHADUR CHAUHAN,Janta Kranti Party (Rashtravadi),8241,22,8263,0.9,Lost
8203,Uttar Pradesh,Salempur,SHREENARAYAN MISHRA,Akhil Bhartiya Sarvjan Hit Party,3878,14,3892,0.42,Lost
8204,Uttar Pradesh,Salempur,SADDAM HUSSAIN,Independent,3210,5,3215,0.35,Lost
8205,Uttar Pradesh,Salempur,SHRIKRISHNA,Independent,2527,5,2532,0.28,Lost
8206,Uttar Pradesh,Salempur,AMRESH THAKUR,Independent,2147,9,2156,0.24,Lost
8207,Uttar Pradesh,Salempur,SURYA PRAKASH GAUTAM,Sardar Patel Siddhant Party,1782,3,1785,0.19,Lost
8208,Uttar Pradesh,Salempur,NOTA,None of the Above,7520,29,7549,0.82,Lost
8209,Uttar Pradesh,Sambhal,ZIA UR REHMAN,Samajwadi Party,570745,416,571161,47.8,Won
8210,Uttar Pradesh,Sambhal,PARMESHWAR LAL SAINI,Bharatiya Janata Party,448983,684,449667,37.63,Lost
8211,Uttar Pradesh,Sambhal,CHAUDHARY SAULAT ALI,Bahujan Samaj Party,152317,143,152460,12.76,Lost
8212,Uttar Pradesh,Sambhal,WASEEM SO MOH SHAMIM,Independent,3863,1,3864,0.32,Lost
8213,Uttar Pradesh,Sambhal,MOHD WASEEM SO MOHD FAREED,Independent,2077,-,2077,0.17,Lost
8214,Uttar Pradesh,Sambhal,JAYGAMUL ISLAM,Janta Shashan Party,1940,2,1942,0.16,Lost
8215,Uttar Pradesh,Sambhal,ANUJ VARSHNEY,Independent,1674,3,1677,0.14,Lost
8216,Uttar Pradesh,Sambhal,MAHANDRA SINGH,Independent,1291,3,1294,0.11,Lost
8217,Uttar Pradesh,Sambhal,SANTOSH,Kisan Kranti Dal,1201,3,1204,0.1,Lost
8218,Uttar Pradesh,Sambhal,DR RASHID,Peace Party,1059,1,1060,0.09,Lost
8219,Uttar Pradesh,Sambhal,TAUFIK AHAMAD,Independent,722,1,723,0.06,Lost
8220,Uttar Pradesh,Sambhal,PAVAN KUMAR,Log Party,636,1,637,0.05,Lost
8221,Uttar Pradesh,Sambhal,NOTA,None of the Above,7213,4,7217,0.6,Lost
8222,Uttar Pradesh,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,Samajwadi Party,497488,1207,498695,45.7,Won
8223,Uttar Pradesh,Sant Kabir Nagar,PRAVIN KUMAR NISHAD,Bharatiya Janata Party,405611,914,406525,37.25,Lost
8224,Uttar Pradesh,Sant Kabir Nagar,NADEEM ASHRAF,Bahujan Samaj Party,150549,263,150812,13.82,Lost
8225,Uttar Pradesh,Sant Kabir Nagar,DHEERAJ SRIVASTAV,Pragatisheel Samaj Party,5135,5,5140,0.47,Lost
8226,Uttar Pradesh,Sant Kabir Nagar,RAM KRISHNA DWIVEDI,Independent,4509,-,4509,0.41,Lost
8227,Uttar Pradesh,Sant Kabir Nagar,SATYVANT PRATAP SINGH,Independent,4351,7,4358,0.4,Lost
8228,Uttar Pradesh,Sant Kabir Nagar,KULDEEP,Sardar Patel Siddhant Party,3591,4,3595,0.33,Lost
8229,Uttar Pradesh,Sant Kabir Nagar,MITRASEN,Independent,2535,9,2544,0.23,Lost
8230,Uttar Pradesh,Sant Kabir Nagar,RAJENDRA YADAV URF COLONEL SAHAB,Sarvjan Awaz Party,2229,10,2239,0.21,Lost
8231,Uttar Pradesh,Sant Kabir Nagar,ANAND KUMAR GAUTAM,Independent,1840,10,1850,0.17,Lost
8232,Uttar Pradesh,Sant Kabir Nagar,SUBHASH CHANDRA DUBEY,Naki Bharatiya Ekta Party,1702,6,1708,0.16,Lost
8233,Uttar Pradesh,Sant Kabir Nagar,NOTA,None of the Above,9210,17,9227,0.85,Lost
8234,Uttar Pradesh,Shahjahanpur,ARUN KUMAR SAGAR,Bharatiya Janata Party,591500,1218,592718,47.5,Won
8235,Uttar Pradesh,Shahjahanpur,JYOTSNA GOND,Samajwadi Party,534720,2619,537339,43.06,Lost
8236,Uttar Pradesh,Shahjahanpur,DOD RAM VERMA,Bahujan Samaj Party,91302,408,91710,7.35,Lost
8237,Uttar Pradesh,Shahjahanpur,KIRAN,Rashtriya Sanatan Party,6587,1,6588,0.53,Lost
8238,Uttar Pradesh,Shahjahanpur,SHIV KUMAR,Independent,2805,-,2805,0.22,Lost
8239,Uttar Pradesh,Shahjahanpur,MEENA KASYAP,Independent,2051,10,2061,0.17,Lost
8240,Uttar Pradesh,Shahjahanpur,PRADEEP KUMAR,Independent,1996,9,2005,0.16,Lost
8241,Uttar Pradesh,Shahjahanpur,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,1686,1,1687,0.14,Lost
8242,Uttar Pradesh,Shahjahanpur,DHARM PAL,Independent,1413,10,1423,0.11,Lost
8243,Uttar Pradesh,Shahjahanpur,RAMESH CHANDRA VERMA,Manav Kranti Party,1076,-,1076,0.09,Lost
8244,Uttar Pradesh,Shahjahanpur,NOTA,None of the Above,8449,41,8490,0.68,Lost
8245,Uttar Pradesh,Shrawasti,RAM SHIROMANI VERMA,Samajwadi Party,510754,301,511055,48.83,Won
8246,Uttar Pradesh,Shrawasti,SAKET MISRA,Bharatiya Janata Party,434192,190,434382,41.51,Lost
8247,Uttar Pradesh,Shrawasti,MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,Bahujan Samaj Party,56225,26,56251,5.38,Lost
8248,Uttar Pradesh,Shrawasti,AHMAD JIYA KHAN,Peace Party,15630,-,15630,1.49,Lost
8249,Uttar Pradesh,Shrawasti,SHANTI DEVI,Independent,4010,1,4011,0.38,Lost
8250,Uttar Pradesh,Shrawasti,SUJEET KUMAR,Independent,3946,-,3946,0.38,Lost
8251,Uttar Pradesh,Shrawasti,YUGAL KISHOR SHUKLA,Aam Janta Party (India),2672,1,2673,0.26,Lost
8252,Uttar Pradesh,Shrawasti,KRISHNA KUMAR MAURYA,Samyak Party,2266,1,2267,0.22,Lost
8253,Uttar Pradesh,Shrawasti,MALIK RAM,Independent,2111,2,2113,0.2,Lost
8254,Uttar Pradesh,Shrawasti,ANIL KUMAR TIWARI,Independent,1513,1,1514,0.14,Lost
8255,Uttar Pradesh,Shrawasti,HANUMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party,1494,1,1495,0.14,Lost
8256,Uttar Pradesh,Shrawasti,KUMARI GEETA GAUTAM,Rashtriya Janta Party,1317,2,1319,0.13,Lost
8257,Uttar Pradesh,Shrawasti,NOTA,None of the Above,9872,-,9872,0.94,Lost
8258,Uttar Pradesh,Sitapur,RAKESH RATHOR,Indian National Congress,530467,671,531138,48.2,Won
8259,Uttar Pradesh,Sitapur,RAJESH VERMA,Bharatiya Janata Party,441066,431,441497,40.06,Lost
8260,Uttar Pradesh,Sitapur,MAHENDRA SINGH YADAV,Bahujan Samaj Party,99284,80,99364,9.02,Lost
8261,Uttar Pradesh,Sitapur,MO. KASHIF ANSARI,Apna Dal (Kamerawadi),7585,1,7586,0.69,Lost
8262,Uttar Pradesh,Sitapur,LEKHRAJ LODHI,Aazad Samaj Party (Kanshi Ram),6734,-,6734,0.61,Lost
8263,Uttar Pradesh,Sitapur,VIDYAWATI GAUTAM,Independent,4193,1,4194,0.38,Lost
8264,Uttar Pradesh,Sitapur,CHANDRA SHEKHAR VERMA,Rashtriya Shoshit Samaj Party,2429,-,2429,0.22,Lost
8265,Uttar Pradesh,Sitapur,RAM ADHAR VERMA,Sardar Patel Siddhant Party,2114,1,2115,0.19,Lost
8266,Uttar Pradesh,Sitapur,NOTA,None of the Above,6954,4,6958,0.63,Lost
8267,Uttar Pradesh,Sultanpur,RAMBHUAL NISHAD,Samajwadi Party,442886,1444,444330,43,Won
8268,Uttar Pradesh,Sultanpur,MANEKA SANJAY GANDHI,Bharatiya Janata Party,399859,1297,401156,38.82,Lost
8269,Uttar Pradesh,Sultanpur,UDRAJ VERMA,Bahujan Samaj Party,162603,422,163025,15.78,Lost
8270,Uttar Pradesh,Sultanpur,ABDUL MABOOD,Apna Desh Party,4295,2,4297,0.42,Lost
8271,Uttar Pradesh,Sultanpur,MOHAMMAD ASIF,Independent,3382,5,3387,0.33,Lost
8272,Uttar Pradesh,Sultanpur,UDAYRAJ VERMA,Independent,2900,9,2909,0.28,Lost
8273,Uttar Pradesh,Sultanpur,GIRISH LAL,Azad Party,2305,6,2311,0.22,Lost
8274,Uttar Pradesh,Sultanpur,DR SHIV SHANKAR INDIAN,Most Backward Classes Of India,2085,5,2090,0.2,Lost
8275,Uttar Pradesh,Sultanpur,JAY PRAKASH,Sardar Patel Siddhant Party,1364,5,1369,0.13,Lost
8276,Uttar Pradesh,Sultanpur,NOTA,None of the Above,8500,13,8513,0.82,Lost
8277,Uttar Pradesh,Unnao,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832,1301,616133,47.31,Won
8278,Uttar Pradesh,Unnao,ANNU TANDON,Samajwadi Party,577699,2616,580315,44.56,Lost
8279,Uttar Pradesh,Unnao,ASHOK KUMAR PANDEY,Bahujan Samaj Party,72245,282,72527,5.57,Lost
8280,Uttar Pradesh,Unnao,SAIF KHAN,Parcham Party of India,8390,14,8404,0.65,Lost
8281,Uttar Pradesh,Unnao,UMESH,Independent,5625,10,5635,0.43,Lost
8282,Uttar Pradesh,Unnao,SHIV PRAKASH SINGH,Independent,4107,11,4118,0.32,Lost
8283,Uttar Pradesh,Unnao,SAIYYAD SARFARAZ GANDHI,Independent,3018,5,3023,0.23,Lost
8284,Uttar Pradesh,Unnao,HIMANSHU SHARMA,Bhartiya Shakti Chetna Party,2656,7,2663,0.2,Lost
8285,Uttar Pradesh,Unnao,NOTA,None of the Above,9430,23,9453,0.73,Lost
8286,Uttar Pradesh,Varanasi,NARENDRA MODI,Bharatiya Janata Party,611439,1531,612970,54.24,Won
8287,Uttar Pradesh,Varanasi,AJAY RAI,Indian National Congress,459084,1373,460457,40.74,Lost
8288,Uttar Pradesh,Varanasi,ATHER JAMAL LARI,Bahujan Samaj Party,33646,120,33766,2.99,Lost
8289,Uttar Pradesh,Varanasi,KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,5748,2,5750,0.51,Lost
8290,Uttar Pradesh,Varanasi,GAGAN PRAKASH YADAV,Apna Dal (Kamerawadi),3619,15,3634,0.32,Lost
8291,Uttar Pradesh,Varanasi,DINESH KUMAR YADAV,Independent,2912,5,2917,0.26,Lost
8292,Uttar Pradesh,Varanasi,SANJAY KUMAR TIWARI,Independent,2170,1,2171,0.19,Lost
8293,Uttar Pradesh,Varanasi,NOTA,None of the Above,8463,15,8478,0.75,Lost
8294,Uttarakhand,Almora,AJAY TAMTA,Bharatiya Janata Party,417535,11632,429167,64.2,Won
8295,Uttarakhand,Almora,PRADEEP TAMTA,Indian National Congress,191642,3428,195070,29.18,Lost
8296,Uttarakhand,Almora,NARAYAN RAM,Bahujan Samaj Party,9840,235,10075,1.51,Lost
8297,Uttarakhand,Almora,KIRAN ARYA,Uttarakhand Parivartan Party,5528,250,5778,0.86,Lost
8298,Uttarakhand,Almora,ARJUN PRASAD,Independent,4591,116,4707,0.7,Lost
8299,Uttarakhand,Almora,DR PRAMOD KUMAR,Peoples Party of India (Democratic),4401,56,4457,0.67,Lost
8300,Uttarakhand,Almora,ER JYOTI PRAKASH TAMTA,Bahujan Mukti Party,2178,46,2224,0.33,Lost
8301,Uttarakhand,Almora,NOTA,None of the Above,16697,322,17019,2.55,Lost
8302,Uttarakhand,Garhwal,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,58.6,Won
8303,Uttarakhand,Garhwal,GANESH GODIYAL,Indian National Congress,262692,5964,268656,36.43,Lost
8304,Uttarakhand,Garhwal,SONU KUMAR,Independent,4803,19,4822,0.65,Lost
8305,Uttarakhand,Garhwal,ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182,379,4561,0.62,Lost
8306,Uttarakhand,Garhwal,DHEER SINGH,Bahujan Samaj Party,4007,115,4122,0.56,Lost
8307,Uttarakhand,Garhwal,MUKESH PRAKASH,Independent,3064,15,3079,0.42,Lost
8308,Uttarakhand,Garhwal,SURESHI DEVI,Peoples Party of India (Democratic),1472,40,1512,0.21,Lost
8309,Uttarakhand,Garhwal,DEEPENDRA SINGH NEGI,Independent,1408,232,1640,0.22,Lost
8310,Uttarakhand,Garhwal,ARJUN SINGH,Akhil Bhartiya Parivar Party,1308,70,1378,0.19,Lost
8311,Uttarakhand,Garhwal,RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168,125,1293,0.18,Lost
8312,Uttarakhand,Garhwal,DR MUKESH PANT,Sainik Samaj Party,1121,58,1179,0.16,Lost
8313,Uttarakhand,Garhwal,VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838,46,884,0.12,Lost
8314,Uttarakhand,Garhwal,SHYAMLAL,Bahujan Mukti Party,743,28,771,0.1,Lost
8315,Uttarakhand,Garhwal,NOTA,None of the Above,11224,151,11375,1.54,Lost
8316,Uttarakhand,Haridwar,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498,5310,653808,50.19,Won
8317,Uttarakhand,Haridwar,VIRENDRA RAWAT,Indian National Congress,487406,2346,489752,37.6,Lost
8318,Uttarakhand,Haridwar,UMESH KUMAR PATRAKAR,Independent,89958,1230,91188,7,Lost
8319,Uttarakhand,Haridwar,JAMIL AHMAD,Bahujan Samaj Party,42116,207,42323,3.25,Lost
8320,Uttarakhand,Haridwar,BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,2943,18,2961,0.23,Lost
8321,Uttarakhand,Haridwar,MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,2809,45,2854,0.22,Lost
8322,Uttarakhand,Haridwar,VIJAY KUMAR,Independent,2409,1,2410,0.19,Lost
8323,Uttarakhand,Haridwar,PAWAN KASHYAP,Independent,2170,8,2178,0.17,Lost
8324,Uttarakhand,Haridwar,KARAN SINGH SAINI ENGINEER,Independent,1963,11,1974,0.15,Lost
8325,Uttarakhand,Haridwar,AKRAM HUSSAIN,Independent,1678,7,1685,0.13,Lost
8326,Uttarakhand,Haridwar,LALIT KUMAR,Peoples Party of India (Democratic),1396,14,1410,0.11,Lost
8327,Uttarakhand,Haridwar,SURESH PAL,Bhartiya Rashtriya Ekta Dal,1150,12,1162,0.09,Lost
8328,Uttarakhand,Haridwar,ASHISH DHYANI,Independent,1107,10,1117,0.09,Lost
8329,Uttarakhand,Haridwar,AVNISH KUMAR,Independent,967,8,975,0.07,Lost
8330,Uttarakhand,Haridwar,NOTA,None of the Above,6663,163,6826,0.52,Lost
8331,Uttarakhand,Nainital-Udhamsingh Nagar,AJAY BHATT,Bharatiya Janata Party,766397,6274,772671,61.03,Won
8332,Uttarakhand,Nainital-Udhamsingh Nagar,PRAKASH JOSHI,Indian National Congress,434916,3207,438123,34.61,Lost
8333,Uttarakhand,Nainital-Udhamsingh Nagar,AKHTAR ALI,Bahujan Samaj Party,23276,179,23455,1.85,Lost
8334,Uttarakhand,Nainital-Udhamsingh Nagar,AKHALESH KUMAR,Akhil Bhartiya Parivar Party,4871,31,4902,0.39,Lost
8335,Uttarakhand,Nainital-Udhamsingh Nagar,HITESH PATHAK,Independent,4287,28,4315,0.34,Lost
8336,Uttarakhand,Nainital-Udhamsingh Nagar,RAMESH KUMAR MAX,Independent,3271,29,3300,0.26,Lost
8337,Uttarakhand,Nainital-Udhamsingh Nagar,AMAR SINGH SAINI,Peoples Party of India (Democratic),2963,24,2987,0.24,Lost
8338,Uttarakhand,Nainital-Udhamsingh Nagar,JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,2292,18,2310,0.18,Lost
8339,Uttarakhand,Nainital-Udhamsingh Nagar,SHIB SINGH,Uttarakhand Kranti Dal,1809,46,1855,0.15,Lost
8340,Uttarakhand,Nainital-Udhamsingh Nagar,SURENDRA SINGH,Bhartiya Shakti Chetna Party,1655,18,1673,0.13,Lost
8341,Uttarakhand,Nainital-Udhamsingh Nagar,NOTA,None of the Above,10227,198,10425,0.82,Lost
8342,Uttarakhand,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,455949,6654,462603,53.66,Won
8343,Uttarakhand,Tehri Garhwal,JOT SINGH GUNSOLA,Indian National Congress,187602,2508,190110,22.05,Lost
8344,Uttarakhand,Tehri Garhwal,BOBY PANWAR,Independent,162469,5612,168081,19.5,Lost
8345,Uttarakhand,Tehri Garhwal,NAVNEET SINGH GOSAIN,Rashtriya Uttarakhand Party,9969,57,10026,1.16,Lost
8346,Uttarakhand,Tehri Garhwal,NEMCHAND,Bahujan Samaj Party,6786,122,6908,0.8,Lost
8347,Uttarakhand,Tehri Garhwal,BRIJ BHUSHAN KARANWAL,Bhartiya Rashtriya Ekta Dal,3545,25,3570,0.41,Lost
8348,Uttarakhand,Tehri Garhwal,SARDAR KHAN PAPPU,Independent,3268,7,3275,0.38,Lost
8349,Uttarakhand,Tehri Garhwal,VEPIN KUMAR AGGARWAL,Independent,3173,43,3216,0.37,Lost
8350,Uttarakhand,Tehri Garhwal,RAMPAL SINGH,Peoples Party of India (Democratic),2343,19,2362,0.27,Lost
8351,Uttarakhand,Tehri Garhwal,SUDESH TOMAR,Independent,2261,7,2268,0.26,Lost
8352,Uttarakhand,Tehri Garhwal,PREM DUTT SEMWAL,Independent,2134,30,2164,0.25,Lost
8353,Uttarakhand,Tehri Garhwal,NOTA,None of the Above,7304,154,7458,0.87,Lost
8354,West Bengal,Alipurduars,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,Won
8355,West Bengal,Alipurduars,PRAKASH CHIK BARAIK,All India Trinamool Congress,617486,2381,619867,43.61,Lost
8356,West Bengal,Alipurduars,MILI ORAON,Revolutionary Socialist Party,39424,285,39709,2.79,Lost
8357,West Bengal,Alipurduars,PARIMAL ORAON,Independent,12560,24,12584,0.89,Lost
8358,West Bengal,Alipurduars,ARJUN INDWAR,Independent,11090,32,11122,0.78,Lost
8359,West Bengal,Alipurduars,MUNIB NARJINARY,Bahujan Samaj Party,6600,48,6648,0.47,Lost
8360,West Bengal,Alipurduars,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679,16,5695,0.4,Lost
8361,West Bengal,Alipurduars,CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751,36,2787,0.2,Lost
8362,West Bengal,Alipurduars,BINAY MURMU,North Bengal People’s Party,2700,58,2758,0.19,Lost
8363,West Bengal,Alipurduars,NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017,38,2055,0.14,Lost
8364,West Bengal,Alipurduars,BABITA BARA,Gana Suraksha Party,1522,30,1552,0.11,Lost
8365,West Bengal,Alipurduars,NOTA,None of the Above,21235,63,21298,1.5,Lost
8366,West Bengal,Arambagh,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,Won
8367,West Bengal,Arambagh,ARUP KANTI DIGAR,Bharatiya Janata Party,704124,2064,706188,45.3,Lost
8368,West Bengal,Arambagh,BIPLAB KUMAR MOITRA,Communist Party of India  (Marxist),92073,429,92502,5.93,Lost
8369,West Bengal,Arambagh,RAGHU MALLIK,Independent,16123,7,16130,1.03,Lost
8370,West Bengal,Arambagh,SUBIR KUMAR ROY,Bahujan Samaj Party,3807,24,3831,0.25,Lost
8371,West Bengal,Arambagh,VASKAR MALIK,Independent,3662,3,3665,0.24,Lost
8372,West Bengal,Arambagh,SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),1807,9,1816,0.12,Lost
8373,West Bengal,Arambagh,BABLU GHANTI,Independent,1610,19,1629,0.1,Lost
8374,West Bengal,Arambagh,ABHIJIT MAJI,Independent,1600,6,1606,0.1,Lost
8375,West Bengal,Arambagh,ALOK DOLAI,Independent,1081,13,1094,0.07,Lost
8376,West Bengal,Arambagh,NOTA,None of the Above,17981,50,18031,1.16,Lost
8377,West Bengal,Asansol,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53,Won
8378,West Bengal,Asansol,SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,544077,2004,546081,41.96,Lost
8379,West Bengal,Asansol,JAHANARA KHAN,Communist Party of India  (Marxist),105454,510,105964,8.14,Lost
8380,West Bengal,Asansol,DIPIKA BAURI,Independent,10623,24,10647,0.82,Lost
8381,West Bengal,Asansol,SUNNY KUMAR SAH,Bahujan Samaj Party,8546,29,8575,0.66,Lost
8382,West Bengal,Asansol,SUJIT PAL,Independent,4749,11,4760,0.37,Lost
8383,West Bengal,Asansol,AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),4330,28,4358,0.33,Lost
8384,West Bengal,Asansol,NOTA,None of the Above,15448,62,15510,1.19,Lost
8385,West Bengal,Baharampur,PATHAN YUSUF,All India Trinamool Congress,523630,886,524516,37.88,Won
8386,West Bengal,Baharampur,ADHIR RANJAN CHOWDHURY,Indian National Congress,438171,1323,439494,31.74,Lost
8387,West Bengal,Baharampur,DR. NIRMAL KUMAR SAHA,Bharatiya Janata Party,370370,1515,371885,26.86,Lost
8388,West Bengal,Baharampur,SAMIRAN DAS,Independent,18526,1,18527,1.34,Lost
8389,West Bengal,Baharampur,SWAPAN KUMAR MANDAL,Independent,6394,2,6396,0.46,Lost
8390,West Bengal,Baharampur,SANTOSH BISWAS,Bahujan Samaj Party,4219,19,4238,0.31,Lost
8391,West Bengal,Baharampur,BISWAMVOIR KALITA,Independent,3060,2,3062,0.22,Lost
8392,West Bengal,Baharampur,SOMNATH PAUL,All India Arya Mahasabha,2250,-,2250,0.16,Lost
8393,West Bengal,Baharampur,RUNA LAILA,Social Democratic Party Of India,1569,2,1571,0.11,Lost
8394,West Bengal,Baharampur,ABHIJIT MANDAL,Socialist Unity Centre Of India (COMMUNIST),1410,8,1418,0.1,Lost
8395,West Bengal,Baharampur,ASHIS DAS,Independent,1106,4,1110,0.08,Lost
8396,West Bengal,Baharampur,ADHIR SWARNAKAR,Independent,851,5,856,0.06,Lost
8397,West Bengal,Baharampur,AJIT KUMAR MANDAL,Independent,745,4,749,0.05,Lost
8398,West Bengal,Baharampur,MANIK KUMAR DAS,Jai Prakash Janata Dal,729,-,729,0.05,Lost
8399,West Bengal,Baharampur,AABDUSA SATTAR SEKH,Indian National Socialistic Action Forces,477,7,484,0.03,Lost
8400,West Bengal,Baharampur,NOTA,None of the Above,7474,11,7485,0.54,Lost
8401,West Bengal,Balurghat,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47,Won
